nombre, Posicion, temporadas, puntos, promedio_puntos, rebotes, promedio_rebotes, asistencias, promedio_asistencias, robos, bloqueos, porcentaje_tiros_de_campo, porcentaje_de_tiros_libres, porcentaje_de_tiros_triples
Michael Jordan, Escolta, 15, 32292, 30.1, 6672, 6.2, 5633, 5.3, 2514, 893, 49.7, 83.5, 32.7
